,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,Other_Sales,Global_Sales
506,11001,Cake Mania: Main Street,DS,2011.0,Simulation,Majesco Entertainment,0.09,0.0,0.01,0.09
507,8023,Siren,PS2,2003.0,Adventure,Sony Computer Entertainment,0.09,0.07,0.02,0.18
508,5867,Looney Tunes: Duck Amuck,DS,2007.0,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.02,0.3
509,539,inFAMOUS: Second Son,PS4,2014.0,Action,Sony Computer Entertainment,1.27,0.97,0.47,2.78
510,11915,Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,Black Bean Games,0.03,0.03,0.01,0.07
511,12203,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.07
512,12776,ESPN International Winter Sports 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.01,0.06
513,8188,Star Wars: Battlefront II,PC,2005.0,Shooter,LucasArts,0.02,0.13,0.03,0.18
514,12158,Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.01,0.07
515,13153,Need for Speed Carbon,PC,2006.0,Racing,Electronic Arts,0.0,0.04,0.01,0.05
516,7500,The King of Fighters '95,NG,1995.0,Fighting,SNK,0.0,0.0,0.0,0.2
517,11947,Loons: The Fight For Fame,XB,2002.0,Action,Atari,0.05,0.02,0.0,0.07
518,8617,Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,0.16,0.0,0.0,0.16
519,1243,Madden NFL 15,XOne,2014.0,Sports,Electronic Arts,1.3,0.09,0.12,1.51
520,15878,Turbo: Super Stunt Squad,3DS,2013.0,Sports,D3Publisher,0.0,0.01,0.0,0.02
521,3530,Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,0.47,0.02,0.08,0.57
522,13733,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012.0,Sports,Take-Two Interactive,0.04,0.0,0.0,0.04
523,11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.08
524,2210,MVP Baseball 2005,XB,2005.0,Sports,Electronic Arts,0.7,0.2,0.03,0.94
525,15209,The Lord of the Rings: The Battle for Middle-Earth II,PC,2006.0,Strategy,Electronic Arts,0.01,0.01,0.0,0.02
526,7782,Space Invaders Extreme 2,DS,2009.0,Shooter,Square Enix,0.17,0.01,0.01,0.19
527,12198,SBK 2011: FIM Superbike World Championship,X360,2011.0,Racing,Black Bean Games,0.0,0.06,0.01,0.07
528,12535,Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.06
529,2131,de Blob,Wii,2008.0,Platform,THQ,0.5,0.37,0.1,0.97
530,4899,Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.03,0.39
531,15983,Turok,PC,2008.0,Action,Touchstone,0.0,0.01,0.0,0.01
532,7849,2002 FIFA World Cup,XB,2002.0,Sports,Electronic Arts,0.14,0.04,0.01,0.19
533,15111,Ookami to Koushinryou: Omiowataru Kaze,DS,2009.0,Adventure,ASCII Media Works,0.0,0.0,0.0,0.02
534,12172,X-Men: The Official Game,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.07
535,15098,Kawasaki Jet Ski,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.02
536,9151,Scene It? Bright Lights! Big Screen!,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.01,0.14
537,14107,Alienators: Evolution Continues,GBA,2001.0,Action,Activision,0.03,0.01,0.0,0.03
538,10284,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004.0,Platform,Electronic Arts,0.08,0.02,0.0,0.11
539,13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001.0,Adventure,Infogrames,0.02,0.01,0.0,0.04
540,9787,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.12
541,1290,Mario Golf,N64,1999.0,Action,Nintendo,0.62,0.18,0.02,1.47
542,12814,Amazing Island,GC,2004.0,Strategy,Sega,0.04,0.01,0.0,0.06
543,2722,Dark Souls II,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.2,0.06,0.76
544,13701,Gitaroo Man Lives!,PSP,2006.0,Misc,Tecmo Koei,0.03,0.0,0.0,0.04
545,10844,Raven Squad: Operation Hidden Dagger,X360,2009.0,Shooter,Evolved Games,0.08,0.01,0.01,0.09
546,9127,Project V6,PS,1998.0,Strategy,General Entertainment,0.0,0.0,0.01,0.14
547,4378,Hot Wheels: Stunt Track Challenge,GBA,2004.0,Racing,THQ,0.32,0.12,0.01,0.45
548,5776,Jampack Volume 12,PS2,2005.0,Misc,Sony Computer Entertainment,0.15,0.12,0.04,0.31
549,662,Bloodborne,PS4,2015.0,Action,Sony Computer Entertainment,1.0,0.76,0.36,2.38
550,7811,IHRA Professional Drag Racing 2005,PS2,2004.0,Racing,Bethesda Softworks,0.09,0.07,0.02,0.19
551,2032,Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.03,1.02
552,9577,Spartan: Total Warrior,XB,2005.0,Action,Sega,0.1,0.03,0.0,0.13
